id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_tanah_longsor,satuan,tahun
320,32,JAWA BARAT,3275,KOTA BEKASI,1,KEJADIAN,2023
321,32,JAWA BARAT,3276,KOTA DEPOK,2,KEJADIAN,2023
322,32,JAWA BARAT,3277,KOTA CIMAHI,11,KEJADIAN,2023
323,32,JAWA BARAT,3278,KOTA TASIKMALAYA,10,KEJADIAN,2023
324,32,JAWA BARAT,3279,KOTA BANJAR,2,KEJADIAN,2023
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,127,KEJADIAN,2024
326,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,60,KEJADIAN,2024
327,32,JAWA BARAT,3203,KABUPATEN CIANJUR,19,KEJADIAN,2024
328,32,JAWA BARAT,3204,KABUPATEN BANDUNG,31,KEJADIAN,2024
329,32,JAWA BARAT,3205,KABUPATEN GARUT,20,KEJADIAN,2024
330,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,8,KEJADIAN,2024
331,32,JAWA BARAT,3207,KABUPATEN CIAMIS,29,KEJADIAN,2024
332,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,22,KEJADIAN,2024
333,32,JAWA BARAT,3209,KABUPATEN CIREBON,3,KEJADIAN,2024
334,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,12,KEJADIAN,2024
335,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,14,KEJADIAN,2024
336,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0,KEJADIAN,2024
337,32,JAWA BARAT,3213,KABUPATEN SUBANG,12,KEJADIAN,2024
338,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,21,KEJADIAN,2024
339,32,JAWA BARAT,3215,KABUPATEN KARAWANG,4,KEJADIAN,2024
340,32,JAWA BARAT,3216,KABUPATEN BEKASI,5,KEJADIAN,2024
341,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,49,KEJADIAN,2024
342,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,1,KEJADIAN,2024
343,32,JAWA BARAT,3271,KOTA BOGOR,53,KEJADIAN,2024
344,32,JAWA BARAT,3272,KOTA SUKABUMI,11,KEJADIAN,2024
345,32,JAWA BARAT,3273,KOTA BANDUNG,13,KEJADIAN,2024
346,32,JAWA BARAT,3274,KOTA CIREBON,1,KEJADIAN,2024
347,32,JAWA BARAT,3275,KOTA BEKASI,2,KEJADIAN,2024
348,32,JAWA BARAT,3276,KOTA DEPOK,5,KEJADIAN,2024
349,32,JAWA BARAT,3277,KOTA CIMAHI,7,KEJADIAN,2024
350,32,JAWA BARAT,3278,KOTA TASIKMALAYA,8,KEJADIAN,2024
351,32,JAWA BARAT,3279,KOTA BANJAR,3,KEJADIAN,2024
